idx,stem,human_label,y_bad,defects_raw,p_bad,threshold,pool_size,err_type,dim_stiff,dim_fidelity,dim_jerky,dim_physics,dim_limbs_frozen,dim_impossible_obj,dim_temporal_consist,dim_motion_discont,dim_size_change,dim_frame_jump,def_impossible_obj,def_size_change,def_frame_jump,def_physics,def_fidelity
408,25d244733e79bc3e453cd56a51488bdc,good,0,,0.0,0.1481,600,,0.023,0.1674,0.2812,0.1471,0.018,0.0001,0.1674,0.0339,0.0019,0.0675,0,0,0,0,0
409,866fc5a176fc539a625570c5764a5378,good,0,,0.0033,0.1481,600,,0.0032,0.2346,0.3257,0.3529,0.018,0.0001,0.2346,0.1226,0.0001,0.2451,0,0,0,0,0
410,cfc06e5734fe32829eb7f07b3a8689c1,good,0,,0.0683,0.1481,600,,0.0,0.0601,0.1888,0.0823,0.0086,0.0,0.0601,0.0596,0.0001,0.1192,0,0,0,0,0
411,012a56dedbb43a0a128e4098b0cc4f4e,good,0,,0.0246,0.1481,600,,0.0001,0.0843,0.2811,0.1114,0.0025,0.0,0.0843,0.0477,0.0015,0.0953,0,0,0,0,0
412,215984483c50f5156e1adada0acf84ef,good,0,,0.0089,0.1481,600,,0.0012,0.038,0.2189,0.1114,0.0141,0.0001,0.038,0.0301,0.0001,0.0601,0,0,0,0,0
413,565b03772a6ba15fde9ca330d0433805,good,0,,0.0,0.1481,600,,0.0007,0.1352,0.1888,0.1471,0.0032,0.0,0.1352,0.1604,0.0002,0.3208,0,0,0,0,0
414,19188dabb6ea50978a885b42e3043d0c,good,0,,0.1842,0.1481,600,误杀FP,0.0025,0.0484,0.25,0.1228,0.0373,0.0004,0.0484,0.0912,0.0006,0.1824,0,0,0,0,0
415,89c7ce2d6fc83429e96f2baf3fd02621,good,0,,0.0344,0.1481,600,,0.0,0.0338,0.2656,0.1114,0.0025,0.0,0.0338,0.0426,0.0,0.0851,0,0,0,0,0
416,e3a76feb5f347c0f7c28f1be7ceba61f,good,0,,0.1418,0.1481,600,误杀FP,0.0067,0.0341,0.3257,0.1888,0.0601,0.0001,0.0341,0.1114,0.0003,0.2227,0,0,0,0,0
417,9bdbed9054560c5fb40a7659e2823994,good,0,,0.0531,0.1481,600,,0.0007,0.0913,0.2344,0.2811,0.0086,0.0001,0.0913,0.1226,0.0025,0.2451,0,0,0,0,0
418,bd81212d40cc5f1bc53e83cfa008a25a,good,0,,0.0027,0.1481,600,,0.0015,0.0597,0.2189,0.1345,0.0032,0.0001,0.0597,0.0665,0.0052,0.133,0,0,0,0,0
419,9c5122a687e8c7ffd7e38563d4185b8c,bad,1,,0.1387,0.1481,600,,0.0025,0.0823,0.2811,0.0741,0.011,0.0001,0.0823,0.0426,0.0001,0.0851,0,0,0,0,0
420,fd48953383862063f8240bf24991d871,good,0,,0.0088,0.1481,600,,0.0003,0.0345,0.1743,0.1345,0.0141,0.0,0.0345,0.0187,0.0003,0.0373,0,0,0,0,0
421,46a0583c1c56588bd5235d23d2433f67,good,0,,0.0094,0.1481,600,,0.0,0.0308,0.1743,0.1009,0.0006,0.0,0.0308,0.0379,0.0025,0.0759,0,0,0,0,0
422,6b613d1dc6d3b4c9a6f86ce1a489e721,good,0,,0.0,0.1481,600,,0.0003,0.038,0.2344,0.0913,0.0032,0.0001,0.038,0.0301,0.0052,0.0601,0,0,0,0,0
423,76464abd0a36a68b5cd6095d9b4caf5b,good,0,,0.0386,0.1481,600,,0.0015,0.1435,0.3112,0.2345,0.0052,0.0001,0.1435,0.0823,0.0012,0.1645,0,0,0,0,0
424,8e85cb380e7a6c3e0cea3b14c0154806,good,0,,0.0324,0.1481,600,,0.0052,0.0484,0.3257,0.0478,0.0141,0.0003,0.0484,0.0534,0.0032,0.1067,0,0,0,0,0
425,ecb4d3ee539e9b1a79614f180a156b46,good,0,,0.0321,0.1481,600,误杀FP,0.0009,0.0426,0.2811,0.6332,0.0953,0.9975,0.0426,0.074,0.0007,0.148,0,0,0,0,0
426,8dc4c961127969746118ee622fe3c8f9,good,0,,0.0759,0.1481,600,,0.0759,0.0384,0.3113,0.038,0.2227,0.0001,0.0384,0.0477,0.0003,0.0953,0,0,0,0,0
427,2f1db9714c02e083630af3862ba05c70,good,0,,0.0239,0.1481,600,,0.0474,0.0588,0.1888,0.1059,0.1824,0.0293,0.0588,0.0597,0.0067,0.1192,0,0,0,0,0
428,f0f85909cbb962f8eba315bd9423a72b,good,0,,0.0287,0.1481,600,,0.0601,0.101,0.3991,0.2037,0.148,0.0,0.101,0.1009,0.0001,0.2018,0,0,0,0,0
429,2bf2955a023640bbb776a134e6dfa250,good,0,,0.0234,0.1481,600,,0.0086,0.0392,0.1472,0.0267,0.0601,0.0,0.0392,0.0238,0.0001,0.0474,0,0,0,0,0
430,1242fa5a359f49da1350fb5ecde783df,good,0,,0.0008,0.1481,600,误杀FP,0.0004,0.1891,0.2344,0.9088,0.0025,1.0,0.1891,0.0665,0.0141,0.133,0,0,0,0,0
431,4c5f63f298c568a7e929f7e67845a883,bad,1,还原度,0.0226,0.1481,600,漏检FN,0.0003,0.0741,0.3112,0.0913,0.0032,0.0001,0.0741,0.0665,0.0001,0.133,0,0,0,0,1
432,15bff8c04e282e7677a958e672557c5b,bad,1,还原度,0.0,0.1481,600,漏检FN,0.0002,0.0665,0.3529,0.2345,0.023,0.0002,0.0665,0.0665,0.0015,0.133,0,0,0,0,1
433,965829baaee23eec66c8a73103c1f8a4,good,0,,0.0,0.1481,600,,0.0759,0.051,0.2038,0.0338,0.2689,0.0,0.051,0.0339,0.0007,0.0675,0,0,0,0,0
434,935357a1f87f2207ab2589863b63f2ca,good,0,,0.1478,0.1481,600,误杀FP,0.023,0.034,0.2963,0.1009,0.3775,0.0,0.034,0.0596,0.0002,0.1192,0,0,0,0,0
435,bc08e4143bcbc29b23e5e81b594492b2,good,0,,0.0,0.1481,600,,0.0086,0.0405,0.1114,0.0602,0.0032,0.0012,0.0405,0.0534,0.0067,0.1067,0,0,0,0,0
436,556cd14d37e38cfec7136f0e906fae3d,good,0,,0.0158,0.1481,600,,0.0003,0.0381,0.25,0.0596,0.0067,0.0,0.0381,0.074,0.0,0.148,0,0,0,0,0
437,cba01ca8b200cd4d625ff34ee9334d87,good,0,,0.0277,0.1481,600,,0.0003,0.1904,0.3655,0.25,0.0019,0.0,0.1904,0.1114,0.0015,0.2227,0,0,0,0,0
438,de52ae1b591ea2358c37648c14e45c86,good,0,,0.029,0.1481,600,,0.0002,0.0596,0.3655,0.2189,0.011,0.0,0.0596,0.1009,0.0,0.2018,0,0,0,0,0
439,d3cc88220e2a30efdfb2a3bed78f2f6a,good,0,,0.0204,0.1481,600,,0.011,0.1043,0.3112,0.1748,0.0759,0.0009,0.1043,0.0596,0.0001,0.1192,0,0,0,0,0
440,28efebd0aee841dbc4436c3755daa8a4,good,0,,0.0197,0.1481,600,,0.0015,0.1126,0.2189,0.0913,0.023,0.0001,0.1126,0.0665,0.0006,0.133,0,0,0,0,0
441,dc47ed3c150d570d3d7439deff20d161,good,0,,0.0706,0.1481,600,,0.0032,0.0341,0.219,0.0596,0.1192,0.0,0.0341,0.0267,0.0001,0.0534,0,0,0,0,0
442,6db6563294467ae3bfd5034c32966a24,good,0,,0.0018,0.1481,600,,0.018,0.0742,0.3113,0.0823,0.0373,0.0,0.0742,0.0478,0.0004,0.0953,0,0,0,0,0
443,bfbb03cea400d978fa4f0c7420e7ba38,good,0,,0.0108,0.1481,600,,0.0003,0.009,0.2811,0.0477,0.0009,0.0,0.009,0.0665,0.0,0.133,0,0,0,0,0
444,a09b51ad5e4b7788818d572cf87e3d41,good,0,,0.0066,0.1481,600,,0.0002,0.0665,0.2963,0.1009,0.0025,0.0,0.0665,0.03,0.0,0.0601,0,0,0,0,0
445,2d79c15c9e92243205581cdeb0230e20,good,0,,0.0,0.1481,600,,0.0,0.0534,0.2811,0.1888,0.0007,0.0,0.0534,0.0477,0.0,0.0953,0,0,0,0,0
446,a306781690c21a233857c557694fe302,good,0,,0.0,0.1481,600,,0.0,0.0426,0.25,0.1471,0.0019,0.0,0.0426,0.0338,0.0001,0.0675,0,0,0,0,0
447,d4f1a9e90555ad103207b6b31ddd1881,good,0,,0.0,0.1481,600,,0.0002,0.0385,0.1345,0.1009,0.0032,0.0,0.0385,0.0379,0.0025,0.0759,0,0,0,0,0
448,d623b83d-812f-4f2e-bae6-77fe3ff00df4,good,0,,0.1271,0.1481,600,误杀FP,0.0086,0.0342,0.3257,0.0598,0.1824,0.0003,0.0342,0.074,0.0001,0.148,0,0,0,0,0
449,de32eb117df014836c5e9bafb6b4c6b3,good,0,,0.0025,0.1481,600,,0.0,0.0666,0.2811,0.2189,0.0002,0.0,0.0666,0.0823,0.0007,0.1645,0,0,0,0,0
450,d7cd402244e72dc4fafc18ed3871e9a2,good,0,,0.0069,0.1481,600,,0.0001,0.1607,0.3655,0.25,0.0,0.0,0.1607,0.074,0.0001,0.148,0,0,0,0,0
451,c3023294b4f51df43e674c3c30755c91,good,0,,0.0154,0.1481,600,,0.011,0.2049,0.3396,0.2189,0.023,0.0,0.2049,0.074,0.0003,0.148,0,0,0,0,0
452,de64f16eb6809f60d5094e040b18a229,good,0,,0.0,0.1481,600,,0.0019,0.2039,0.3529,0.2037,0.0373,0.0,0.2039,0.0534,0.0001,0.1067,0,0,0,0,0
453,6f4cb2125196d403e51b3399bcd54ebf,good,0,,0.0137,0.1481,600,,0.0006,0.1348,0.2963,0.33,0.0052,0.0086,0.1348,0.1009,0.0004,0.2018,0,0,0,0,0
454,981c33b35b908705e91986f59f3f54a1,good,0,,0.0066,0.1481,600,,0.0,0.2037,0.3112,0.3264,0.0019,0.0015,0.2037,0.0912,0.0015,0.1824,0,0,0,0,0
455,da624326071b7dc8679379d0de501dc1,good,0,,0.0081,0.1481,600,,0.0141,0.0924,0.426,0.1743,0.018,0.0,0.0924,0.0596,0.0,0.1192,0,0,0,0,0
456,61ae8aa170d3101273c12949a6ac7740,good,0,,0.0,0.1481,600,,0.0003,0.1345,0.3529,0.1114,0.0086,0.0001,0.1345,0.074,0.0,0.148,0,0,0,0,0
457,9060568a3e160792db5e3195782c0117,good,0,,0.0,0.1481,600,,0.0,0.0477,0.1888,0.0912,0.0025,0.0001,0.0477,0.0338,0.0002,0.0675,0,0,0,0,0
458,7bd007557d373b0412307ea25986e4d4,good,0,,0.0122,0.1481,600,,0.0019,0.0358,0.25,0.0823,0.0373,0.0,0.0358,0.0338,0.0003,0.0675,0,0,0,0,0
459,a81a1586c2d5fe03337f6ccfb7f85f3c,good,0,,0.0974,0.1481,600,误杀FP,0.0,0.0596,0.426,0.1604,0.0953,0.0,0.0596,0.0596,0.0,0.1192,0,0,0,0,0
460,3f85a592ca66e51f076793cb77f16907,good,0,,0.007,0.1481,600,,0.0002,0.0741,0.1471,0.1114,0.0052,0.0,0.0741,0.0426,0.0006,0.0851,0,0,0,0,0
461,7a253b3224f6fb65618203d422d1c7f3,bad,1,物理规律,0.0102,0.1481,600,漏检FN,0.018,0.1238,0.3655,0.2814,0.0759,0.0006,0.1238,0.1345,0.0004,0.2689,0,0,0,1,0
462,504ed09c1e93603c0469d625f7a04d5d,good,0,,0.0,0.1481,600,,0.0004,0.235,0.2963,0.34,0.0025,0.0009,0.235,0.1009,0.0015,0.2018,0,0,0,0,0
463,f36a0176bc78fc7a261c6a81b6ce42b9,good,0,,0.0,0.1481,600,,0.0012,0.0535,0.25,0.0338,0.0067,0.0,0.0535,0.0211,0.0001,0.0421,0,0,0,0,0
464,60dfede9e30e10b23fb486093512dedf,good,0,,0.013,0.1481,600,,0.023,0.2201,0.3113,0.219,0.0601,0.0001,0.2201,0.0823,0.0086,0.1645,0,0,0,0,0
465,e3dadbde34ee54508ced5cdfaf96abf0,good,0,,0.0,0.1481,600,,0.0009,0.0826,0.2656,0.1889,0.0086,0.0002,0.0826,0.0665,0.0041,0.133,0,0,0,0,0
466,5c7a2edf3da3ff2f4ca65d006f88ce8e,good,0,,0.0024,0.1481,600,,0.0,0.0534,0.2037,0.0928,0.0007,0.0032,0.0534,0.0426,0.0003,0.0851,0,0,0,0,0
467,1bda0bb384d82fd2be8b82a205dce0fe,good,0,,0.015,0.1481,600,,0.0009,0.0742,0.1888,0.0913,0.0041,0.0002,0.0742,0.0912,0.0004,0.1824,0,0,0,0,0
468,abb0b2dd4e7c3b9b4bc4c43df0f5ac86,good,0,,0.0128,0.1481,600,,0.0,0.0477,0.2811,0.2259,0.0006,0.0141,0.0477,0.074,0.0067,0.148,0,0,0,0,0
469,b937e7274b155475e2fff135f62ceea6,good,0,,0.043,0.1481,600,,0.0141,0.0536,0.3112,0.1361,0.0293,0.0032,0.0536,0.074,0.0003,0.148,0,0,0,0,0
470,3691fc050138c2db6e0d467ba3a711a7,good,0,,0.0035,0.1481,600,,0.023,0.051,0.2656,0.1119,0.0373,0.0012,0.051,0.0301,0.0006,0.0601,0,0,0,0,0
471,c392d219f3f52de255532a12a30ba4b1,good,0,,0.0,0.1481,600,,0.011,0.1013,0.2812,0.204,0.0953,0.0007,0.1013,0.038,0.0007,0.0759,0,0,0,0,0
472,f4ec90b9b97d2cb83a2c0629c994da51,good,0,,0.0079,0.1481,600,,0.0002,0.0596,0.3112,0.0741,0.0006,0.0001,0.0596,0.013,0.0,0.026,0,0,0,0,0
473,20aed7bb2de3bc3285e795637020fe1d,good,0,,0.1522,0.1481,600,误杀FP,0.0003,0.074,0.3112,0.1743,0.0041,0.0,0.074,0.0912,0.0002,0.1824,0,0,0,0,0
474,75f96ad6-5e88-46c7-9775-13808dcf7a12,good,0,,0.0,0.1481,600,,0.0,0.2657,0.2811,0.3113,0.0001,0.0,0.2657,0.1009,0.148,0.2018,0,0,0,0,0
475,5921b034fa3bd10d9970dbe70c633fc6,good,0,,0.1345,0.1481,600,误杀FP,0.0141,0.075,0.2345,0.0823,0.1824,0.0001,0.075,0.0339,0.0019,0.0675,0,0,0,0,0
476,c0255574a7b1627349a81b6111cb45bc,good,0,,0.0,0.1481,600,,0.0141,0.0173,0.2963,0.0477,0.2227,0.0,0.0173,0.0477,0.0004,0.0953,0,0,0,0,0
477,8df137bf222c6e33a80e980025e0f4d5,good,0,,0.0,0.1481,600,,0.0086,0.0677,0.2964,0.2656,0.023,0.0001,0.0677,0.0666,0.0003,0.133,0,0,0,0,0
478,14502c2bb93667ee973bb1257cf07cd3,good,0,,0.1396,0.1481,600,误杀FP,0.0086,0.072,0.2811,0.1888,0.023,0.0,0.072,0.1009,0.0041,0.2018,0,0,0,0,0
479,2814d7590ca9390dc05ff5ee5f9ad8c1,good,0,,0.0031,0.1481,600,,0.0025,0.0541,0.1471,0.1184,0.018,0.0141,0.0541,0.0596,0.0025,0.1192,0,0,0,0,0
480,ceedef4e229590c3582d104e7675c02e,good,0,,0.0239,0.1481,600,,0.0067,0.0828,0.2964,0.2344,0.0067,0.0,0.0828,0.0741,0.0001,0.148,0,0,0,0,0
481,511453a117f717aceeba1367dea50ef5,good,0,,0.0324,0.1481,600,,0.0002,0.0823,0.3257,0.1473,0.0019,0.0003,0.0823,0.0665,0.0003,0.133,0,0,0,0,0
482,b7291aaceb442c570ad993aa3a31605f,bad,1,,0.0806,0.1481,600,,0.0001,0.0912,0.3656,0.2351,0.0007,0.0015,0.0912,0.074,0.0,0.148,0,0,0,0,0
483,12af93b0e34b9a132768e0327b2d572f,good,0,,0.0298,0.1481,600,,0.0001,0.1268,0.2656,0.2656,0.0141,0.0,0.1268,0.1114,0.0002,0.2227,0,0,0,0,0
484,6cb60c327f2da4fde77d9032237987eb,good,0,,0.0104,0.1481,600,,0.0,0.0166,0.3396,0.1345,0.0032,0.0,0.0166,0.074,0.0,0.148,0,0,0,0,0
485,e0c25f23d962fe23245a51cbc6c3df16,good,0,,0.0167,0.1481,600,,0.0019,0.056,0.2656,0.1345,0.0141,0.0,0.056,0.0596,0.0006,0.1192,0,0,0,0,0
486,f92923cde8640ca0c6739e20d60d8d3f,good,0,,0.0772,0.1481,600,,0.0086,0.0382,0.2189,0.0534,0.148,0.0001,0.0382,0.0379,0.0003,0.0759,0,0,0,0,0
487,ea41cf35015e93c19ede2378fddc00b7,good,0,,0.0001,0.1481,600,,0.0,0.1605,0.3529,0.1114,0.0009,0.0,0.1605,0.074,0.0,0.148,0,0,0,0,0
488,4ca609215081d5ffd97593d5d623b03f,good,0,,0.0209,0.1481,600,,0.0015,0.0742,0.2346,0.0826,0.0373,0.0007,0.0742,0.0381,0.0007,0.0759,0,0,0,0,0
489,57613b8d908c0437f3ff3351309e9cf4,bad,1,"还原度, 物理规律",0.0336,0.1481,600,漏检FN,0.0,0.1347,0.3112,0.3118,0.0006,0.0012,0.1347,0.1345,0.0067,0.2689,0,0,0,1,1
490,9ad45286793ed357e5a2549dbb5c74b1,good,0,,0.021,0.1481,600,,0.018,0.04,0.2189,0.1605,0.0601,0.0002,0.04,0.0665,0.0009,0.133,0,0,0,0,0
491,4e444e0fd6199b1a1f1fc4758592591b,good,0,,0.0297,0.1481,600,,0.0086,0.0835,0.2656,0.1009,0.0759,0.0001,0.0835,0.0596,0.0001,0.1192,0,0,0,0,0
492,735329a24e22d56b08693621f2816293,good,0,,0.0457,0.1481,600,,0.0032,0.0539,0.25,0.101,0.018,0.0001,0.0539,0.0534,0.0002,0.1067,0,0,0,0,0
493,bcfc9d605b59d82d73d43b2dbb5c3170,good,0,,0.0453,0.1481,600,,0.018,0.0674,0.3112,0.1009,0.1192,0.0,0.0674,0.0426,0.0006,0.0851,0,0,0,0,0
494,0e29a742f5ee25a4bf64f78020c9ceac,good,0,,0.0,0.1481,600,,0.0015,0.1345,0.3775,0.2191,0.0086,0.0004,0.1345,0.1009,0.0002,0.2018,0,0,0,0,0
495,6012ad9d9e4cca6af5e36c9bfef2f779,good,0,,0.0084,0.1481,600,,0.0003,0.0666,0.25,0.1345,0.011,0.0,0.0666,0.0596,0.0002,0.1192,0,0,0,0,0
496,ff57a2f4db92b437903ff13e1963ebe9,good,0,,0.0807,0.1481,600,误杀FP,0.0003,0.1116,0.1888,0.1471,0.0019,0.0,0.1116,0.0477,0.0006,0.0953,0,0,0,0,0
497,3b8181876df50fe06bdcb70dd6e411f9,good,0,,0.0769,0.1481,600,,0.0041,0.1608,0.3887,0.2215,0.0474,0.0052,0.1608,0.0912,0.0001,0.1824,0,0,0,0,0
498,89f9db09a0a9bb586e4bd77e60919286,good,0,,0.0,0.1481,600,,0.0052,0.1129,0.25,0.2344,0.011,0.0001,0.1129,0.0823,0.0052,0.1645,0,0,0,0,0
499,50c7626cb91d408e68b5537f936829f0,good,0,,0.0067,0.1481,600,,0.0041,0.0384,0.25,0.0301,0.0293,0.0,0.0384,0.0596,0.0001,0.1192,0,0,0,0,0
