filename,grade,reasons,track,source_sha,match,image_sample_id,image_dataset,image_label
exact-r1__18550aeb254f3fee4e7bf9994a4d3d285dbf113e__爆炸菇（爆炸前）__v155__glasses__f5b23df7__c0.mp4,bad,还原度,exact-r1,18550aeb254f3fee4e7bf9994a4d3d285dbf113e,exact,18550aeb254f3fee4e7bf9994a4d3d285dbf113e__爆炸菇（爆炸前）__v155__glasses__f5b23df7__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__26dbb8ae31663566874e3c69116675e0a5c2f687__吐司菇__v0__fb6841e0__c0.mp4,bad,还原度,base-noprop,26dbb8ae31663566874e3c69116675e0a5c2f687,source_only,26dbb8ae31663566874e3c69116675e0a5c2f687__TUPV6005__v0__2361f680__c0,sku-1.0-daily-noprop-0802,bad
base-noprop__28a40bdc8031c3ded5a744a31c764d0180862532__炸虾菇__v0__390f19c5__c0.mp4,normal,,base-noprop,28a40bdc8031c3ded5a744a31c764d0180862532,source_only,28a40bdc8031c3ded5a744a31c764d0180862532__占卜__v0__eb8d73c5__c0,tutu-insert-sft-0709,bad
exact-r1__95d180ac0df94262f8aebe30fe54f9db640fe821__毒蘑菇__v935__bubble__8f7ac22e__c0.mp4,good,,exact-r1,95d180ac0df94262f8aebe30fe54f9db640fe821,exact,95d180ac0df94262f8aebe30fe54f9db640fe821__毒蘑菇__v935__bubble__8f7ac22e__c0,sku-2.0-props-matrix-untriggered-0728,good
exact-r1__4738bebba8757a16e0b094a37be38bbf14855865__粽子菇__v453__scooter__bbb8a614__c0.mp4,bad,还原度;大小变化,exact-r1,4738bebba8757a16e0b094a37be38bbf14855865,exact,4738bebba8757a16e0b094a37be38bbf14855865__粽子菇__v453__scooter__bbb8a614__c0,sku-2.0-props-matrix-untriggered-0728,bad
generic__1cf0944b8af6ac43f6f7e794a0d68118b7de888c__蘑菇力__v105__coffee__c045b076__c0.mp4,bad,不属于以上,generic,1cf0944b8af6ac43f6f7e794a0d68118b7de888c,source_only,1cf0944b8af6ac43f6f7e794a0d68118b7de888c__TUPV6005__v0__15331d06__c0,sku-1.0-daily-noprop-0802,normal
exact-r1__45443570796936e108082092b3fa858f1cf9ba6f__吐司菇__v435__bubble__d4476470__c0.mp4,bad,还原度,exact-r1,45443570796936e108082092b3fa858f1cf9ba6f,exact,45443570796936e108082092b3fa858f1cf9ba6f__吐司菇__v435__bubble__d4476470__c0,sku-2.0-props-matrix-untriggered-0728,bad
generic__152077a5b2e9ecb98c83d24bd2c2d3c0ce349e29__蘑菇力__v75__scooter__f217b500__c0.mp4,bad,还原度,generic,152077a5b2e9ecb98c83d24bd2c2d3c0ce349e29,source_only,152077a5b2e9ecb98c83d24bd2c2d3c0ce349e29__TUPV6005__v0__7b281fcc__c0,sku-1.0-daily-noprop-0802,bad
exact-r1__623a70f05bf53aa3dd7e02808f409d8dafde1d7c__爆炸菇（爆炸后）__v617__scooter__b8963715__c0.mp4,bad,还原度,exact-r1,623a70f05bf53aa3dd7e02808f409d8dafde1d7c,exact,623a70f05bf53aa3dd7e02808f409d8dafde1d7c__爆炸菇（爆炸后）__v617__scooter__b8963715__c0,sku-2.0-props-matrix-untriggered-0728,normal
exact-r1__db5946ea1cbac3f670575cbc00262fee4918e14a__炸虾菇__v1372__flag__e3021cc8__c0.mp4,bad,还原度,exact-r1,db5946ea1cbac3f670575cbc00262fee4918e14a,exact,db5946ea1cbac3f670575cbc00262fee4918e14a__炸虾菇__v1372__flag__e3021cc8__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r2__730702bed82aaf1a0c1093664b6b45d5254520a9__爆炸菇（爆炸前）__v723__eyemask__f6753a50__c0.mp4,bad,还原度,exact-r2,730702bed82aaf1a0c1093664b6b45d5254520a9,exact,730702bed82aaf1a0c1093664b6b45d5254520a9__爆炸菇（爆炸前）__v723__eyemask__f6753a50__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__392410131274da938ab5d7413fe09371ec7bf3ff__粽子菇__v372__flag__111364cb__c0.mp4,good,,exact-r1,392410131274da938ab5d7413fe09371ec7bf3ff,exact,392410131274da938ab5d7413fe09371ec7bf3ff__粽子菇__v372__flag__111364cb__c0,sku-2.0-props-matrix-untriggered-0728,good
exact-r2__34b54af8a5899c7c22353eaac7f1689280af08bd__蘑菇力__v350__scooter__5163f449__c0.mp4,bad,物理规律,exact-r2,34b54af8a5899c7c22353eaac7f1689280af08bd,exact,34b54af8a5899c7c22353eaac7f1689280af08bd__蘑菇力__v350__scooter__5163f449__c0,sku-2.0-props-matrix-untriggered-0728,good
generic__b166561176afda3a52cc9957753e6b2a097c6778__爆炸菇（爆炸前）__v708__glasses__ebc7f03d__c0.mp4,bad,还原度,generic,b166561176afda3a52cc9957753e6b2a097c6778,source_only,b166561176afda3a52cc9957753e6b2a097c6778__TUPV6002__v708__coffee__5a0a06af__c0,sku-1.0-daily-props-matrix-untriggered-0731,bad
base-noprop__691bb9a71d598e287cbef46044bd6aef8fa79960__爆炸菇（爆炸后）__v0__8dfaef03__c0.mp4,bad,大小变化,base-noprop,691bb9a71d598e287cbef46044bd6aef8fa79960,source_only,691bb9a71d598e287cbef46044bd6aef8fa79960__花花__v0__0d6cb7b5__c0,tutu-insert-sft-0709,bad
exact-r1__c3ddf9205086e5bee83b50f2c6758e8462dc5ace__爆炸菇（爆炸前）__v1224__coffee__a6ddb6ff__c0.mp4,good,,exact-r1,c3ddf9205086e5bee83b50f2c6758e8462dc5ace,exact,c3ddf9205086e5bee83b50f2c6758e8462dc5ace__爆炸菇（爆炸前）__v1224__coffee__a6ddb6ff__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__631681b89d48f73fa9b84e8c908a589e6776cc2c__爆炸菇（爆炸后）__v623__scooter__7a01a60b__c0.mp4,bad,还原度,exact-r1,631681b89d48f73fa9b84e8c908a589e6776cc2c,exact,631681b89d48f73fa9b84e8c908a589e6776cc2c__爆炸菇（爆炸后）__v623__scooter__7a01a60b__c0,sku-2.0-props-matrix-untriggered-0728,normal
exact-r1__49e4303b44fcc27a48dcbb9fedc8fd22431b34ff__毒蘑菇__v472__eyemask__5bdac16e__c0.mp4,bad,大小变化,exact-r1,49e4303b44fcc27a48dcbb9fedc8fd22431b34ff,exact,49e4303b44fcc27a48dcbb9fedc8fd22431b34ff__毒蘑菇__v472__eyemask__5bdac16e__c0,sku-2.0-props-matrix-untriggered-0728,good
exact-r1__bbfb3f8d2ea190b8b909c93b9f01e4a1965419b1__爆炸菇（爆炸后）__v1178__bubble__a0db171b__c0.mp4,bad,还原度,exact-r1,bbfb3f8d2ea190b8b909c93b9f01e4a1965419b1,exact,bbfb3f8d2ea190b8b909c93b9f01e4a1965419b1__爆炸菇（爆炸后）__v1178__bubble__a0db171b__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__f5956eb61a549d5be8e0160eeae49cb4cbf25a86__蘑菇力__v1548__eyemask__6bd3e0ce__c0.mp4,good,,exact-r1,f5956eb61a549d5be8e0160eeae49cb4cbf25a86,exact,f5956eb61a549d5be8e0160eeae49cb4cbf25a86__蘑菇力__v1548__eyemask__6bd3e0ce__c0,sku-2.0-props-matrix-untriggered-0728,normal
exact-r2__d1cbac6a456f79a41730e92a0d258e6c48cc9f72__蘑菇力__v1303__bubble__187cc260__c0.mp4,good,,exact-r2,d1cbac6a456f79a41730e92a0d258e6c48cc9f72,exact,d1cbac6a456f79a41730e92a0d258e6c48cc9f72__蘑菇力__v1303__bubble__187cc260__c0,sku-2.0-props-matrix-untriggered-0728,good
generic__5626b130f196987d62f6d0c5c5db38f271c3a918__蘑菇力__v324__eyemask__8aa782fc__c0.mp4,bad,不属于以上,generic,5626b130f196987d62f6d0c5c5db38f271c3a918,source_only,5626b130f196987d62f6d0c5c5db38f271c3a918__TUPV6003__v324__bubble__c8504c7a__c0,sku-1.0-daily-props-matrix-untriggered-0731,bad
exact-r2__79338d48a690fd016313c198f04a3dc484b6e14f__毒蘑菇__v755__flag__ebd0d94e__c0.mp4,good,,exact-r2,79338d48a690fd016313c198f04a3dc484b6e14f,exact,79338d48a690fd016313c198f04a3dc484b6e14f__毒蘑菇__v755__flag__ebd0d94e__c0,sku-2.0-props-matrix-untriggered-0728,good
base-props__1d5a1c958b3030b64164f55cfb9fdefdf2716651__汉堡菇__v107__flag__30c943b7__c0.mp4,bad,还原度,base-props,1d5a1c958b3030b64164f55cfb9fdefdf2716651,source_only,1d5a1c958b3030b64164f55cfb9fdefdf2716651__base__v0__27e2781c__c0,sku-1.0-daily-noprop-0802,bad
base-props__58a25304d5897daa19607fb3b5ce8c1f9d1c340f__爆炸菇（爆炸前）__v335__bubble__54c5e930__c0.mp4,bad,还原度,base-props,58a25304d5897daa19607fb3b5ce8c1f9d1c340f,source_only,58a25304d5897daa19607fb3b5ce8c1f9d1c340f__TUPV6007__v335__glasses__b3e01965__c0,sku-1.0-daily-props-matrix-untriggered-0731,bad
exact-r1__98e308331e62de84e949c3e924bcff35f3f6c9bf__毒蘑菇__v946__bubble__f8dd16ce__c0.mp4,bad,还原度,exact-r1,98e308331e62de84e949c3e924bcff35f3f6c9bf,exact,98e308331e62de84e949c3e924bcff35f3f6c9bf__毒蘑菇__v946__bubble__f8dd16ce__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__10f08b45f5b437b36ac2c7a288fa49b307a4fdb7__蘑菇力__v102__coffee__0ac3f68e__c0.mp4,bad,还原度,exact-r1,10f08b45f5b437b36ac2c7a288fa49b307a4fdb7,exact,10f08b45f5b437b36ac2c7a288fa49b307a4fdb7__蘑菇力__v102__coffee__0ac3f68e__c0,sku-2.0-props-matrix-untriggered-0728,good
generic__6347b4fdacef12020e4808533f7022e254119900__吐司菇__v376__glasses__2acf789a__c0.mp4,bad,还原度,generic,6347b4fdacef12020e4808533f7022e254119900,source_only,6347b4fdacef12020e4808533f7022e254119900__base__v376__glasses__0eda7a6e__c0,sku-1.0-daily-props-matrix-untriggered-0731,bad
exact-r1__f9aacc031f16f9d76920841e54cb3bc2de5ee57e__爆炸菇（爆炸前）__v1569__bubble__b5c942fa__c0.mp4,bad,还原度,exact-r1,f9aacc031f16f9d76920841e54cb3bc2de5ee57e,exact,f9aacc031f16f9d76920841e54cb3bc2de5ee57e__爆炸菇（爆炸前）__v1569__bubble__b5c942fa__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r2__79aac7243697f42e910ae6d4b6bf107bbdc52ab9__毒蘑菇__v758__flag__9622a734__c0.mp4,good,,exact-r2,79aac7243697f42e910ae6d4b6bf107bbdc52ab9,exact,79aac7243697f42e910ae6d4b6bf107bbdc52ab9__毒蘑菇__v758__flag__9622a734__c0,sku-2.0-props-matrix-untriggered-0728,good
generic__b2678863871b99530ba9e74fef126b3d90508f99__爆炸菇（爆炸后）__v712__eyemask__532028ec__c0.mp4,bad,不属于以上,generic,b2678863871b99530ba9e74fef126b3d90508f99,source_only,b2678863871b99530ba9e74fef126b3d90508f99__TUPV6002__v712__coffee__37565826__c0,sku-1.0-daily-props-matrix-untriggered-0731,good
exact-r2__b5b06b57ef9e8b2cf1280a5501a7a89f0d45f8b4__粽子菇__v1125__bubble__fe0344a1__c0.mp4,bad,还原度,exact-r2,b5b06b57ef9e8b2cf1280a5501a7a89f0d45f8b4,exact,b5b06b57ef9e8b2cf1280a5501a7a89f0d45f8b4__粽子菇__v1125__bubble__fe0344a1__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__3e0263de42d2cb0db2374a5b45278fcc7a471c0b__毒蘑菇__v0__5fc71fd5__c0.mp4,good,,base-noprop,3e0263de42d2cb0db2374a5b45278fcc7a471c0b,none,,,
base-props__143077ed5c3203470357eefbac685c008578ef31__炸虾菇__v73__crown__15d9b9b3__c0.mp4,bad,还原度,base-props,143077ed5c3203470357eefbac685c008578ef31,source_only,143077ed5c3203470357eefbac685c008578ef31__base__v0__f5be71fe__c0,sku-1.0-daily-noprop-0802,bad
exact-r1__da37f786e8b4ef0d7e9d8762ea49af897cc15b9d__汉堡菇__v1366__flag__bcb00b8b__c0.mp4,bad,物理规律;卡顿/少活人感,exact-r1,da37f786e8b4ef0d7e9d8762ea49af897cc15b9d,exact,da37f786e8b4ef0d7e9d8762ea49af897cc15b9d__汉堡菇__v1366__flag__bcb00b8b__c0,sku-2.0-props-matrix-untriggered-0728,good
exact-r2__372c7ce27e46c7f4d9e0604e9cd9045cf4bdec52__粽子菇__v362__flag__cffdcb8f__c0.mp4,bad,还原度,exact-r2,372c7ce27e46c7f4d9e0604e9cd9045cf4bdec52,exact,372c7ce27e46c7f4d9e0604e9cd9045cf4bdec52__粽子菇__v362__flag__cffdcb8f__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__295ec2fac111fb5afa6570ecaff44ee23b6282e7__蘑菇力__v270__flag__1f2f782d__c0.mp4,good,,exact-r1,295ec2fac111fb5afa6570ecaff44ee23b6282e7,exact,295ec2fac111fb5afa6570ecaff44ee23b6282e7__蘑菇力__v270__flag__1f2f782d__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__172a155e787da9a4c0e06a8d4aeb9f7404e81fd4__爆炸菇（爆炸前）__v150__glasses__7547fad3__c0.mp4,normal,,exact-r1,172a155e787da9a4c0e06a8d4aeb9f7404e81fd4,exact,172a155e787da9a4c0e06a8d4aeb9f7404e81fd4__爆炸菇（爆炸前）__v150__glasses__7547fad3__c0,sku-2.0-props-matrix-untriggered-0728,good
base-noprop__4de2aa1e433a559a98b48c7eccf7684f044f0cc9__吐司菇__v0__c1d4c5db__c0.mp4,bad,还原度,base-noprop,4de2aa1e433a559a98b48c7eccf7684f044f0cc9,source_only,4de2aa1e433a559a98b48c7eccf7684f044f0cc9__毒蘑菇__v0__41b5cc15__c0,sku-2.0-noprop-merged-0721,bad
exact-r2__f1498f3a3c3245f137f45ef7171fbad768a30f29__毒蘑菇__v1519__glasses__ecf6838e__c0.mp4,bad,还原度,exact-r2,f1498f3a3c3245f137f45ef7171fbad768a30f29,exact,f1498f3a3c3245f137f45ef7171fbad768a30f29__毒蘑菇__v1519__glasses__ecf6838e__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__58c718f0a628fc78ed40a56ba41c1f7d385533e5__吐司菇__v0__4a89ed6f__c0.mp4,good,,base-noprop,58c718f0a628fc78ed40a56ba41c1f7d385533e5,source_only,58c718f0a628fc78ed40a56ba41c1f7d385533e5__TUPV6007__v336__glasses__cb39eb87__c0,sku-1.0-daily-props-matrix-untriggered-0731,normal
base-noprop__66f41d2f3f0f61298257e508840f1163992f0311__炸虾菇__v0__194587c6__c0.mp4,good,,base-noprop,66f41d2f3f0f61298257e508840f1163992f0311,source_only,66f41d2f3f0f61298257e508840f1163992f0311__甜品__v0__e658a005__c0,tutu-insert-sft-0709,good
generic__b4b495bee5ab16d6e8983a341ab6f3d948ed5f6c__爆炸菇（爆炸后）__v719__eyemask__b58922f7__c0.mp4,bad,不属于以上,generic,b4b495bee5ab16d6e8983a341ab6f3d948ed5f6c,none,,,
base-noprop__c5e43dd5e62f17a4edf36f4eec759833b39bd954__粽子菇__v0__8775ea40__c0.mp4,bad,僵硬;卡顿/少活人感,base-noprop,c5e43dd5e62f17a4edf36f4eec759833b39bd954,source_only,c5e43dd5e62f17a4edf36f4eec759833b39bd954__海滩__v0__1e220163__c0,tutu-insert-sft-0709,bad
exact-r1__f22c2c3174baabfeb05464668cbd01f44b487560__毒蘑菇__v1524__glasses__ae8ba618__c0.mp4,bad,还原度,exact-r1,f22c2c3174baabfeb05464668cbd01f44b487560,exact,f22c2c3174baabfeb05464668cbd01f44b487560__毒蘑菇__v1524__glasses__ae8ba618__c0,sku-2.0-props-matrix-untriggered-0728,normal
base-noprop__190a31ba334eafd595032f1742e0cdf9b9183281__炸虾菇__v0__d4a9a588__c0.mp4,normal,,base-noprop,190a31ba334eafd595032f1742e0cdf9b9183281,source_only,190a31ba334eafd595032f1742e0cdf9b9183281__森林__v0__3ca9beb1__c0,tutu-insert-sft-0709,good
base-noprop__2e743de79a09fe6b92bd9666baeed5733a188d07__毒蘑菇__v0__7246878b__c0.mp4,good,,base-noprop,2e743de79a09fe6b92bd9666baeed5733a188d07,exact,2e743de79a09fe6b92bd9666baeed5733a188d07__毒蘑菇__v0__7246878b__c0,sku-2.0-noprop-merged-0721,normal
base-noprop__5cd87e0e73b2c6ed3b794bb426544d934c63d371__粽子菇__v0__b1a5b234__c0.mp4,normal,,base-noprop,5cd87e0e73b2c6ed3b794bb426544d934c63d371,source_only,5cd87e0e73b2c6ed3b794bb426544d934c63d371__占卜__v0__0804d480__c0,tutu-insert-sft-0709,bad
exact-r2__925f4fc967e14c8e90c385f11e3c899b2fa6c14c__爆炸菇（爆炸前）__v910__flag__913dfdf0__c0.mp4,bad,还原度,exact-r2,925f4fc967e14c8e90c385f11e3c899b2fa6c14c,exact,925f4fc967e14c8e90c385f11e3c899b2fa6c14c__爆炸菇（爆炸前）__v910__flag__913dfdf0__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__79f230727aabe8ef102ae19bed33d5a83a2045ee__毒蘑菇__v761__flag__c45f48b5__c0.mp4,bad,还原度,exact-r1,79f230727aabe8ef102ae19bed33d5a83a2045ee,exact,79f230727aabe8ef102ae19bed33d5a83a2045ee__毒蘑菇__v761__flag__c45f48b5__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__11cbd6bb7e2ef5f62a971e19d40e2ef2d0d3b3f7__炸虾菇__v0__17c05d5f__c0.mp4,bad,还原度,base-noprop,11cbd6bb7e2ef5f62a971e19d40e2ef2d0d3b3f7,source_only,11cbd6bb7e2ef5f62a971e19d40e2ef2d0d3b3f7__海滩__v0__318bc90c__c0,tutu-insert-sft-0709,bad
exact-r1__44993cb2159040cd5c551870f50670ead8e9a055__吐司菇__v434__bubble__97241be1__c0.mp4,bad,还原度,exact-r1,44993cb2159040cd5c551870f50670ead8e9a055,exact,44993cb2159040cd5c551870f50670ead8e9a055__吐司菇__v434__bubble__97241be1__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__45ec56f5f20bca20bb45a07b0652cb24f9a8a27f__毒蘑菇__v0__a60b4536__c0.mp4,bad,还原度,base-noprop,45ec56f5f20bca20bb45a07b0652cb24f9a8a27f,source_only,45ec56f5f20bca20bb45a07b0652cb24f9a8a27f__海滩__v259__eyemask__a81e1afb__c0,sku-1.1-party-props-matrix-untriggered-0731,bad
base-noprop__3dae41227ff60a4b209b7b13235ac3a5ab6a6106__粽子菇__v0__9dd8bd65__c0.mp4,bad,卡顿/少活人感,base-noprop,3dae41227ff60a4b209b7b13235ac3a5ab6a6106,source_only,3dae41227ff60a4b209b7b13235ac3a5ab6a6106__花花__v0__5a898184__c0,tutu-insert-sft-0709,good
base-noprop__29af5842d44da656007592c88ff0c6c1e5b6fe39__汉堡菇__v0__90efa81e__c0.mp4,bad,还原度,base-noprop,29af5842d44da656007592c88ff0c6c1e5b6fe39,exact,29af5842d44da656007592c88ff0c6c1e5b6fe39__汉堡菇__v0__90efa81e__c0,sku-2.0-noprop-merged-0721,bad
generic__3ea8cf079e959693153dd04695b6f05e21f1dca3__爆炸菇（爆炸前）__v230__eyemask__1ad1dfde__c0.mp4,normal,,generic,3ea8cf079e959693153dd04695b6f05e21f1dca3,none,,,
exact-r1__4912cf7d31eb5fe829404518396c23ded5f669ac__粽子菇__v466__glasses__1a4e2b7c__c0.mp4,normal,,exact-r1,4912cf7d31eb5fe829404518396c23ded5f669ac,exact,4912cf7d31eb5fe829404518396c23ded5f669ac__粽子菇__v466__glasses__1a4e2b7c__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r2__b9a30f48e83d3a6f856772d9db5ce9ffdbec4263__蘑菇力__v1156__crown__cbeb6f3f__c0.mp4,normal,,exact-r2,b9a30f48e83d3a6f856772d9db5ce9ffdbec4263,exact,b9a30f48e83d3a6f856772d9db5ce9ffdbec4263__蘑菇力__v1156__crown__cbeb6f3f__c0,sku-2.0-props-matrix-untriggered-0728,normal
exact-r1__b82c22aabf22370980516e8553f71b8cb79dce6c__蘑菇力__v1147__crown__72609b7f__c0.mp4,bad,还原度,exact-r1,b82c22aabf22370980516e8553f71b8cb79dce6c,exact,b82c22aabf22370980516e8553f71b8cb79dce6c__蘑菇力__v1147__crown__72609b7f__c0,sku-2.0-props-matrix-untriggered-0728,good
base-noprop__28a9118cfcb39ecdaa356dae1cfd75d6409d77fc__蘑菇力__v0__f7fe2916__c0.mp4,bad,还原度,base-noprop,28a9118cfcb39ecdaa356dae1cfd75d6409d77fc,exact,28a9118cfcb39ecdaa356dae1cfd75d6409d77fc__蘑菇力__v0__f7fe2916__c0,sku-2.0-noprop-merged-0721,bad
exact-r1__2501c3780339f5d59c1798b6a6ec028ad77dfb93__炸虾菇__v234__eyemask__e07c8387__c0.mp4,normal,,exact-r1,2501c3780339f5d59c1798b6a6ec028ad77dfb93,exact,2501c3780339f5d59c1798b6a6ec028ad77dfb93__炸虾菇__v234__eyemask__e07c8387__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__58f1eb94dfa1635a5bd8ef3c9f0f7ca945b65730__吐司菇__v0__6517c5cf__c0.mp4,good,,base-noprop,58f1eb94dfa1635a5bd8ef3c9f0f7ca945b65730,source_only,58f1eb94dfa1635a5bd8ef3c9f0f7ca945b65730__TUPV6007__v337__glasses__026a9921__c0,sku-1.0-daily-props-matrix-untriggered-0731,bad
exact-r2__579b7375a39c56aa97ed82de55ae9d9e7096a3db__汉堡菇__v558__scooter__207a7f1a__c0.mp4,bad,还原度,exact-r2,579b7375a39c56aa97ed82de55ae9d9e7096a3db,exact,579b7375a39c56aa97ed82de55ae9d9e7096a3db__汉堡菇__v558__scooter__207a7f1a__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__5ab5a9fe0160f015289953c92ae280e9b992230a__炸虾菇__v575__coffee__0e40ace4__c0.mp4,normal,,exact-r1,5ab5a9fe0160f015289953c92ae280e9b992230a,exact,5ab5a9fe0160f015289953c92ae280e9b992230a__炸虾菇__v575__coffee__0e40ace4__c0,sku-2.0-props-matrix-untriggered-0728,good
base-noprop__3ab5e095ea7925663c71572cdf310f6c6d4c208d__爆炸菇（爆炸后）__v0__52ea9b94__c0.mp4,normal,,base-noprop,3ab5e095ea7925663c71572cdf310f6c6d4c208d,exact,3ab5e095ea7925663c71572cdf310f6c6d4c208d__爆炸菇（爆炸后）__v0__52ea9b94__c0,sku-2.0-noprop-merged-0721,bad
exact-r2__2501c3780339f5d59c1798b6a6ec028ad77dfb93__炸虾菇__v234__eyemask__e07c8387__c0.mp4,normal,,exact-r2,2501c3780339f5d59c1798b6a6ec028ad77dfb93,exact,2501c3780339f5d59c1798b6a6ec028ad77dfb93__炸虾菇__v234__eyemask__e07c8387__c0,sku-2.0-props-matrix-untriggered-0728,bad
generic__58a25304d5897daa19607fb3b5ce8c1f9d1c340f__炸虾菇__v335__coffee__c245ba49__c0.mp4,bad,还原度,generic,58a25304d5897daa19607fb3b5ce8c1f9d1c340f,source_only,58a25304d5897daa19607fb3b5ce8c1f9d1c340f__TUPV6007__v335__glasses__b3e01965__c0,sku-1.0-daily-props-matrix-untriggered-0731,bad
exact-r1__3550d4d593884e660092f1bb1c9c8c880eb3e04f__吐司菇__v353__glasses__368117e2__c0.mp4,bad,不属于以上,exact-r1,3550d4d593884e660092f1bb1c9c8c880eb3e04f,exact,3550d4d593884e660092f1bb1c9c8c880eb3e04f__吐司菇__v353__glasses__368117e2__c0,sku-2.0-props-matrix-untriggered-0728,good
base-noprop__3eb6d97760f838a366c3ddc9c5fe31024af3ddd6__粽子菇__v0__16c5c924__c0.mp4,bad,不属于以上,base-noprop,3eb6d97760f838a366c3ddc9c5fe31024af3ddd6,source_only,3eb6d97760f838a366c3ddc9c5fe31024af3ddd6__占卜__v0__d8575766__c0,tutu-insert-sft-0709,bad
generic__e6e98683f20bb8f7f894e3c8abc003b9df6e8bcf__炸虾菇__v899__glasses__b0bc1b47__c0.mp4,bad,还原度,generic,e6e98683f20bb8f7f894e3c8abc003b9df6e8bcf,source_only,e6e98683f20bb8f7f894e3c8abc003b9df6e8bcf__占卜__v899__eyemask__474e60e8__c0,sku-1.1-party-props-matrix-untriggered-0731,bad
base-noprop__2276ebe5ea41733077c3d5d88d4cdb9e6f3ef7ef__粽子菇__v0__474a165b__c0.mp4,bad,还原度,base-noprop,2276ebe5ea41733077c3d5d88d4cdb9e6f3ef7ef,source_only,2276ebe5ea41733077c3d5d88d4cdb9e6f3ef7ef__占卜__v0__8df5b279__c0,tutu-insert-sft-0709,bad
exact-r1__f16563383dc7f5abb88446494148bd692e6b4a57__爆炸菇（爆炸前）__v1520__scooter__ad0ffcf2__c0.mp4,bad,还原度,exact-r1,f16563383dc7f5abb88446494148bd692e6b4a57,exact,f16563383dc7f5abb88446494148bd692e6b4a57__爆炸菇（爆炸前）__v1520__scooter__ad0ffcf2__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__655591f8a2e3f43e7dd87e08844065a68a1b8e56__爆炸菇（爆炸后）__v642__flag__3196f35d__c0.mp4,bad,还原度,exact-r1,655591f8a2e3f43e7dd87e08844065a68a1b8e56,exact,655591f8a2e3f43e7dd87e08844065a68a1b8e56__爆炸菇（爆炸后）__v642__flag__3196f35d__c0,sku-2.0-props-matrix-untriggered-0728,good
exact-r1__c007a585fe1a51f120df3496d8ad08b0ae893f04__爆炸菇（爆炸后）__v1197__bubble__06bd52b6__c0.mp4,bad,还原度,exact-r1,c007a585fe1a51f120df3496d8ad08b0ae893f04,exact,c007a585fe1a51f120df3496d8ad08b0ae893f04__爆炸菇（爆炸后）__v1197__bubble__06bd52b6__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r2__48edbebb09f4066019f3a893bd82184d9bdce8fd__粽子菇__v465__scooter__e0849fdb__c0.mp4,bad,还原度,exact-r2,48edbebb09f4066019f3a893bd82184d9bdce8fd,exact,48edbebb09f4066019f3a893bd82184d9bdce8fd__粽子菇__v465__scooter__e0849fdb__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-props__b5751664c907d7f8d89a1aa58474e961773ea73a__粽子菇__v722__crown__72c9a4ea__c0.mp4,bad,还原度,base-props,b5751664c907d7f8d89a1aa58474e961773ea73a,none,,,
exact-r2__c5d4f69fc5cf3a4abccb8fe4f3a2132f7aeb0be7__汉堡菇__v1233__glasses__b62890cf__c0.mp4,bad,不属于以上,exact-r2,c5d4f69fc5cf3a4abccb8fe4f3a2132f7aeb0be7,exact,c5d4f69fc5cf3a4abccb8fe4f3a2132f7aeb0be7__汉堡菇__v1233__glasses__b62890cf__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__7e246fadacbc4777412514b06881f29674ac1928__炸虾菇__v785__glasses__9710d0be__c0.mp4,bad,还原度,exact-r1,7e246fadacbc4777412514b06881f29674ac1928,exact,7e246fadacbc4777412514b06881f29674ac1928__炸虾菇__v785__glasses__9710d0be__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__50ad428af3b86412de8a648a8194cebfd6685400__汉堡菇__v0__22c66e78__c0.mp4,normal,,base-noprop,50ad428af3b86412de8a648a8194cebfd6685400,source_only,50ad428af3b86412de8a648a8194cebfd6685400__base__v0__195d47b2__c0,tutu-insert-sft-0709,bad
base-noprop__cd19e3a058e1dc2909d79dd0b89fd5e5cf73511a__炸虾菇__v0__5af0724a__c0.mp4,good,,base-noprop,cd19e3a058e1dc2909d79dd0b89fd5e5cf73511a,source_only,cd19e3a058e1dc2909d79dd0b89fd5e5cf73511a__甜品__v0__6fc60657__c0,tutu-insert-sft-0709,bad
